,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
33060,7189,EPX,Travel Agency,Online,Cancellation Plan,0,43,UNITED STATES,80.0,0.0,,54
34155,47480,EPX,Travel Agency,Online,Cancellation Plan,0,88,INDIA,28.0,0.0,,36
31643,58570,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,27,MALAYSIA,39.6,23.76,,48
9209,41660,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,49,THAILAND,59.4,35.64,,44
8053,32873,C2B,Airlines,Online,Silver Plan,0,62,SINGAPORE,18.5,4.63,F,30
7437,47782,C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,20.0,5.0,M,35
5473,45982,JZI,Airlines,Online,Value Plan,0,84,"KOREA, REPUBLIC OF",69.0,24.15,F,34
18869,4274,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,22,AUSTRALIA,26.0,0.0,,36
12244,9520,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,154,NETHERLANDS,147.0,0.0,,36
17461,61388,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,13,"TAIWAN, PROVINCE OF CHINA",33.0,21.45,M,47
17164,2627,EPX,Travel Agency,Online,Cancellation Plan,0,76,SOUTH AFRICA,52.0,0.0,,36
19746,60261,C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,39.0,9.75,M,22
6281,54405,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,THAILAND,20.0,0.0,,52
4481,62070,EPX,Travel Agency,Online,Cancellation Plan,0,21,UNITED STATES,14.0,0.0,,47
49814,43518,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,106,AUSTRALIA,99.0,59.4,,31
37470,46023,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,26,JAPAN,-9.9,5.94,,31
41831,28638,EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,23.0,0.0,,36
28252,16486,EPX,Travel Agency,Online,Cancellation Plan,0,246,INDIA,10.0,0.0,,36
7083,6262,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,UNITED STATES,112.0,0.0,,29
2865,34563,JZI,Airlines,Online,Basic Plan,0,5,INDONESIA,18.0,6.3,F,31
16187,3091,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,95,THAILAND,22.0,0.0,,36
21555,19723,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,INDONESIA,25.0,0.0,,49
4809,17461,EPX,Travel Agency,Online,Cancellation Plan,0,34,CHINA,22.0,0.0,,36
10271,31671,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,THAILAND,39.6,23.76,,41
18531,27121,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,146,SPAIN,39.6,23.76,,32
25689,20844,EPX,Travel Agency,Online,Cancellation Plan,0,6,PHILIPPINES,10.0,0.0,,36
1025,17722,SSI,Airlines,Online,Ticket Protector,0,72,SINGAPORE,12.87,3.61,,48
42835,57007,C2B,Airlines,Online,Gold Plan,0,172,SINGAPORE,515.0,128.75,M,24
23783,53526,JWT,Airlines,Online,Value Plan,0,27,INDIA,95.0,38.0,M,118
33235,5022,EPX,Travel Agency,Online,Cancellation Plan,0,3,VIET NAM,12.0,0.0,,36
33372,1212,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,27.0,6.75,F,34
35585,33473,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,MYANMAR,20.0,0.0,,36
38812,59386,C2B,Airlines,Online,Annual Silver Plan,0,379,SINGAPORE,259.2,64.8,F,31
30165,32712,C2B,Airlines,Online,Silver Plan,0,18,SINGAPORE,63.5,15.88,F,42
38199,62284,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,THAILAND,85.0,0.0,,38
7211,8830,EPX,Travel Agency,Online,Cancellation Plan,0,30,"KOREA, REPUBLIC OF",20.0,0.0,,36
17076,50665,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,7,SINGAPORE,42.0,0.0,,36
49929,33466,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,67,UNITED KINGDOM,74.0,0.0,,36
34343,27024,EPX,Travel Agency,Online,Cancellation Plan,0,56,SWEDEN,68.0,0.0,,36
49405,59894,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,THAILAND,48.0,0.0,,54
42306,16089,EPX,Travel Agency,Online,Cancellation Plan,0,52,THAILAND,10.0,0.0,,31
5808,55329,SSI,Airlines,Online,Ticket Protector,0,99,SINGAPORE,12.35,3.46,,48
6279,50869,EPX,Travel Agency,Online,Cancellation Plan,0,15,JAPAN,34.0,0.0,,36
19249,8042,EPX,Travel Agency,Online,Cancellation Plan,0,7,MALAYSIA,11.0,0.0,,36
16304,24797,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,130,INDONESIA,20.0,0.0,,36
12454,50008,EPX,Travel Agency,Online,Cancellation Plan,0,43,UNITED KINGDOM,53.0,0.0,,36
16276,46536,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,SOUTH AFRICA,49.5,29.7,,35
31604,16138,JZI,Airlines,Online,Basic Plan,0,128,PHILIPPINES,22.0,7.7,F,40
24365,57124,SSI,Airlines,Online,Ticket Protector,0,6,SINGAPORE,0.88,0.25,,48
32702,18663,EPX,Travel Agency,Online,Cancellation Plan,0,8,SINGAPORE,20.0,0.0,,36
12330,11281,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,MALAYSIA,20.0,0.0,,61
25030,32772,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,243,CHINA,27.0,0.0,,36
10389,16022,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,45,JAPAN,34.0,0.0,,36
48024,25751,EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,10.0,0.0,,36
49134,43179,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,25,SPAIN,100.5,65.33,F,33
29059,1272,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,ITALY,87.0,0.0,,36
6317,6783,EPX,Travel Agency,Online,Cancellation Plan,0,1,THAILAND,19.0,0.0,,36
15470,3404,RAB,Airlines,Online,Value Plan,0,41,PHILIPPINES,15.0,6.0,,34
26764,11097,EPX,Travel Agency,Online,Cancellation Plan,0,83,"KOREA, REPUBLIC OF",38.0,0.0,,36
44744,35917,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,BRUNEI DARUSSALAM,39.0,0.0,,36
31908,8705,JZI,Airlines,Online,Basic Plan,0,5,VIET NAM,22.0,7.7,M,63
37757,37783,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,AUSTRALIA,29.7,17.82,,31
27481,33569,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,167,ITALY,-29.7,17.82,,35
3284,9615,EPX,Travel Agency,Online,Cancellation Plan,0,21,JAPAN,80.0,0.0,,49
38637,5070,EPX,Travel Agency,Online,Cancellation Plan,0,6,MACAO,0.0,0.0,,36
17095,40142,EPX,Travel Agency,Online,Cancellation Plan,0,91,NEPAL,40.0,0.0,,36
8713,50957,C2B,Airlines,Online,Silver Plan,0,4,SINGAPORE,29.0,7.25,M,38
22594,33410,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,17.0,4.25,M,35
48110,17459,EPX,Travel Agency,Online,Cancellation Plan,0,46,MALAYSIA,10.0,0.0,,36
14395,31600,EPX,Travel Agency,Online,Cancellation Plan,0,20,SINGAPORE,80.0,0.0,,46
29003,41749,EPX,Travel Agency,Online,Cancellation Plan,0,2,UNITED KINGDOM,44.0,0.0,,36
40834,49003,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,83,AUSTRALIA,29.7,17.82,,36
37709,42743,EPX,Travel Agency,Online,Cancellation Plan,0,95,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10.0,0.0,,36
19019,32703,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,23.5,5.88,F,35
40587,54543,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,96,SINGAPORE,0.0,17.82,,31
18348,50480,JWT,Airlines,Online,Value Plan,0,62,INDIA,124.0,49.6,M,118
29056,46320,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,AUSTRALIA,29.7,17.82,,31
21401,54854,EPX,Travel Agency,Online,Cancellation Plan,0,17,ITALY,80.0,0.0,,40
130,50497,JZI,Airlines,Online,Basic Plan,0,45,PHILIPPINES,42.0,14.7,F,45
2128,28316,C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,32.5,8.13,M,62
36097,60670,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,32,MYANMAR,24.0,0.0,,35
32693,6983,EPX,Travel Agency,Online,Cancellation Plan,0,199,CANADA,128.0,0.0,,81
30101,39266,ART,Airlines,Online,Value Plan,0,3,MALAYSIA,23.0,8.05,F,118
7593,33342,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,SINGAPORE,20.0,0.0,,36
12733,18298,JZI,Airlines,Online,Basic Plan,0,2,INDONESIA,18.0,6.3,M,24
41030,37554,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,31,RUSSIAN FEDERATION,82.0,0.0,,36
5839,763,CSR,Travel Agency,Offline,Comprehensive Plan,0,35,THAILAND,29.0,9.57,M,26
37376,42918,EPX,Travel Agency,Online,Cancellation Plan,0,15,SINGAPORE,22.0,0.0,,36
2301,43752,EPX,Travel Agency,Online,Cancellation Plan,0,16,SINGAPORE,13.0,0.0,,34
32801,44916,ART,Airlines,Online,24 Protect,0,10,PHILIPPINES,18.76,6.57,M,48
47007,245,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,62.25,15.56,M,27
30993,19904,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,55,JAPAN,79.2,47.52,,43
8783,38267,CCR,Travel Agency,Offline,Comprehensive Plan,0,238,MALAYSIA,29.0,9.57,F,78
19895,6385,JZI,Airlines,Online,Basic Plan,0,9,MALAYSIA,18.0,6.3,M,49
31193,59600,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,HONG KONG,47.0,0.0,,35
37507,51611,JZI,Airlines,Online,Basic Plan,0,46,JAPAN,35.0,12.25,F,22
15928,28771,C2B,Airlines,Online,Gold Plan,0,10,SINGAPORE,49.0,12.25,M,31
44715,6362,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,SINGAPORE,20.0,0.0,,43
9898,38071,SSI,Airlines,Online,Ticket Protector,0,4,SINGAPORE,1.93,0.54,,48
14319,20435,EPX,Travel Agency,Online,Cancellation Plan,0,7,INDONESIA,10.0,0.0,,28
5769,46,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,MALAYSIA,20.0,0.0,,36
9845,8528,C2B,Airlines,Online,Annual Silver Plan,0,375,SINGAPORE,291.75,72.94,M,47
46429,48435,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,20.0,5.0,M,28
46723,34672,EPX,Travel Agency,Online,Cancellation Plan,0,33,SINGAPORE,28.0,0.0,,36
47813,41864,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,111,AUSTRALIA,69.3,41.58,,40
33427,34649,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,114,THAILAND,23.0,0.0,,36
27951,38398,EPX,Travel Agency,Online,Cancellation Plan,0,22,JAPAN,75.0,0.0,,36
42513,39796,EPX,Travel Agency,Online,Cancellation Plan,0,20,PHILIPPINES,11.0,0.0,,36
18693,32568,EPX,Travel Agency,Online,Cancellation Plan,0,27,CHINA,19.0,0.0,,36
9566,17899,EPX,Travel Agency,Online,Cancellation Plan,0,25,CHINA,24.0,0.0,,36
578,4110,EPX,Travel Agency,Online,Cancellation Plan,0,18,CHINA,63.0,0.0,,36
31293,50677,JWT,Airlines,Online,Value Plan,0,1,INDIA,31.0,12.4,F,118
2242,17829,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,MALAYSIA,20.0,0.0,,46
48265,26670,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,THAILAND,20.0,0.0,,28
43938,23784,C2B,Airlines,Online,Silver Plan,0,14,SINGAPORE,70.85,17.71,M,27
34947,40445,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,37,HONG KONG,20.0,0.0,,36
14835,37369,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,INDIA,35.0,0.0,,36
33551,16563,JZI,Airlines,Online,Basic Plan,0,50,THAILAND,22.0,7.7,F,49
28992,26167,EPX,Travel Agency,Online,Cancellation Plan,0,9,SINGAPORE,10.0,0.0,,36
35669,62228,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,16.0,4.0,M,34
36353,27633,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,79,NAMIBIA,48.0,0.0,,36
17516,38336,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,25,MALAYSIA,29.7,17.82,,66
24122,23630,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,CHINA,38.0,0.0,,36
35104,41025,SSI,Airlines,Online,Ticket Protector,0,70,SINGAPORE,1.29,0.36,,48
8617,14598,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,UNITED KINGDOM,29.7,17.82,,46
2109,58915,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,HONG KONG,20.0,0.0,,35
4397,21699,JZI,Airlines,Online,Value Plan,0,38,JAPAN,58.0,20.3,M,42
30917,52201,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,NEW ZEALAND,89.1,53.46,,56
22511,44015,JZI,Airlines,Online,Basic Plan,0,74,CHINA,0.0,9.1,M,45
6745,24217,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,CHINA,38.0,0.0,,36
3641,41283,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,99,NETHERLANDS,0.0,0.0,,36
28470,10194,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,52,MALAYSIA,19.8,11.88,,42
31726,33352,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,7,INDIA,20.0,0.0,,36
938,62076,EPX,Travel Agency,Online,Cancellation Plan,0,19,UNITED STATES,80.0,0.0,,43
26670,11681,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,GREECE,29.7,17.82,,50
45346,17445,EPX,Travel Agency,Online,Cancellation Plan,0,13,CHINA,20.0,0.0,,36
26799,16594,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,28,AUSTRALIA,99.0,59.4,,41
246,18999,JZI,Airlines,Online,Basic Plan,0,8,INDIA,26.0,9.1,M,29
18783,6712,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,THAILAND,0.0,17.82,,32
49511,13388,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,INDONESIA,42.0,0.0,,36
49203,38572,EPX,Travel Agency,Online,Cancellation Plan,0,42,FRANCE,55.0,0.0,,36
42781,43041,TST,Travel Agency,Offline,Travel Cruise Protect,0,72,MALAYSIA,30.0,10.5,M,24
23502,36556,JZI,Airlines,Online,Basic Plan,0,39,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,M,33
8928,51997,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,35,UNITED STATES,41.0,0.0,,36
45717,23003,EPX,Travel Agency,Online,Cancellation Plan,0,12,INDONESIA,15.0,0.0,,36
7739,25568,EPX,Travel Agency,Online,Cancellation Plan,0,35,MYANMAR,12.0,0.0,,36
28958,12457,C2B,Airlines,Online,Bronze Plan,0,27,SINGAPORE,71.0,17.75,M,36
36026,23718,EPX,Travel Agency,Online,Cancellation Plan,0,4,THAILAND,11.0,0.0,,36
19329,58039,C2B,Airlines,Online,Annual Gold Plan,0,364,SINGAPORE,333.0,83.25,M,35
39258,49836,EPX,Travel Agency,Online,Cancellation Plan,0,14,MALAYSIA,10.0,0.0,,36
24934,39388,EPX,Travel Agency,Online,Cancellation Plan,0,11,THAILAND,16.0,0.0,,56
33438,13664,EPX,Travel Agency,Online,Cancellation Plan,0,12,HONG KONG,25.0,0.0,,36
33591,30798,EPX,Travel Agency,Online,Cancellation Plan,0,51,INDONESIA,80.0,0.0,,55
1162,51418,EPX,Travel Agency,Online,Cancellation Plan,0,8,HONG KONG,28.0,0.0,,36
45410,43294,EPX,Travel Agency,Online,Cancellation Plan,0,7,JAPAN,12.0,0.0,,36
18757,22638,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,51,UNITED STATES,-59.4,35.64,,33
42133,54888,EPX,Travel Agency,Online,Cancellation Plan,0,84,GERMANY,80.0,0.0,,51
19461,31581,EPX,Travel Agency,Online,Cancellation Plan,0,1,SINGAPORE,13.0,0.0,,36
43188,9784,EPX,Travel Agency,Online,Cancellation Plan,0,77,PHILIPPINES,10.0,0.0,,36
25359,6861,JZI,Airlines,Online,Basic Plan,0,14,INDIA,35.0,12.25,F,25
47056,22454,JZI,Airlines,Online,Basic Plan,0,29,CHINA,63.0,22.05,F,32
34339,42379,C2B,Airlines,Online,Bronze Plan,0,54,SINGAPORE,60.0,15.0,F,64
44408,54324,EPX,Travel Agency,Offline,1 way Comprehensive Plan,1,18,CHINA,33.0,0.0,,118
14240,3675,EPX,Travel Agency,Online,Cancellation Plan,0,18,PHILIPPINES,0.0,0.0,,36
15010,20029,EPX,Travel Agency,Online,Cancellation Plan,0,17,INDIA,26.0,0.0,,36
49585,34562,JZI,Airlines,Online,Basic Plan,0,18,CHINA,22.0,7.7,M,29
8021,23673,EPX,Travel Agency,Online,Cancellation Plan,0,23,CHINA,27.0,0.0,,36
35922,25017,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,121,INDIA,48.0,0.0,,36
33208,10976,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,THAILAND,19.8,11.88,,39
28584,8708,JZI,Airlines,Online,Basic Plan,0,4,MALAYSIA,18.0,6.3,M,54
41638,4992,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,CHINA,50.0,0.0,,36
2580,35720,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,THAILAND,29.7,17.82,,26
43730,14840,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,100,INDONESIA,35.0,0.0,,36
22432,48246,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,1,MALAYSIA,9.9,5.94,,31
25029,59586,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,104,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,,41
12517,43687,C2B,Airlines,Online,Annual Silver Plan,1,377,SINGAPORE,216.0,54.0,F,35
49828,45664,EPX,Travel Agency,Online,Cancellation Plan,0,9,JAPAN,40.0,0.0,,36
19576,58325,EPX,Travel Agency,Online,Cancellation Plan,0,10,SINGAPORE,11.0,0.0,,35
14679,58669,EPX,Travel Agency,Online,Cancellation Plan,0,17,MALAYSIA,10.0,0.0,,56
28358,42592,TST,Travel Agency,Offline,Travel Cruise Protect,0,102,MALAYSIA,30.0,10.5,M,48
34015,48730,EPX,Travel Agency,Online,Cancellation Plan,0,35,AUSTRALIA,48.0,0.0,,36
34164,41229,ADM,Travel Agency,Online,Premier Plan,0,16,FRANCE,86.0,32.68,,22
34602,52135,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,46,MALAYSIA,-29.7,17.82,,53
42903,56713,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,MALAYSIA,39.6,23.76,,47
23365,57612,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,CHINA,46.0,0.0,,36
24049,45532,JZI,Airlines,Online,Value Plan,0,13,FRANCE,87.0,30.45,F,56
44311,47378,JZI,Airlines,Online,Basic Plan,0,17,HONG KONG,26.0,9.1,M,50
3963,31963,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,9,CHINA,20.0,0.0,,36
22213,38805,C2B,Airlines,Online,Silver Plan,1,48,SINGAPORE,63.5,15.88,F,40
18946,23624,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,41,VIET NAM,0.0,0.0,,36
31736,11773,EPX,Travel Agency,Online,Cancellation Plan,0,8,INDONESIA,10.0,0.0,,67
10247,54154,JZI,Airlines,Online,Basic Plan,0,5,INDIA,22.0,7.7,M,29
15659,40523,SSI,Airlines,Online,Ticket Protector,0,146,SINGAPORE,0.19,0.05,,48
49593,48722,EPX,Travel Agency,Online,Cancellation Plan,0,75,NEW ZEALAND,80.0,0.0,,36
12033,50945,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,21.0,5.25,M,33
19985,47349,SSI,Airlines,Online,Ticket Protector,0,40,SINGAPORE,25.03,7.02,,48
2552,27233,EPX,Travel Agency,Online,Cancellation Plan,0,18,SINGAPORE,49.0,0.0,,36
45146,21369,EPX,Travel Agency,Online,Cancellation Plan,0,26,CHINA,43.0,0.0,,36
29070,10369,JZI,Airlines,Online,Basic Plan,0,73,INDONESIA,18.0,6.3,M,48
40014,15953,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,35.25,8.81,F,40
7451,47662,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,INDONESIA,20.0,0.0,,48
26137,41337,EPX,Travel Agency,Online,Cancellation Plan,0,23,HONG KONG,16.0,0.0,,36
18323,39437,JZI,Airlines,Online,Basic Plan,0,9,MALAYSIA,18.0,6.3,M,46
4519,7143,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,ITALY,112.0,0.0,,36
8510,26578,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,51,INDIA,29.0,0.0,,36
14954,11598,EPX,Travel Agency,Online,Cancellation Plan,0,3,THAILAND,10.0,0.0,,41
16378,6721,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,131,UNITED STATES,0.0,65.34,,26
19124,38629,CSR,Travel Agency,Offline,Comprehensive Plan,0,62,THAILAND,29.0,9.57,F,59
15834,45592,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,64,AUSTRALIA,69.3,41.58,,36
24289,37601,C2B,Airlines,Online,Silver Plan,0,7,SINGAPORE,25.0,6.25,F,24
30702,15751,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,72,AUSTRALIA,79.2,47.52,,37
29552,23263,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,24,SINGAPORE,39.0,0.0,,36
31947,17388,EPX,Travel Agency,Online,Cancellation Plan,0,74,SINGAPORE,10.0,0.0,,36
47286,13702,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,BANGLADESH,20.0,0.0,,45
9680,4494,EPX,Travel Agency,Online,Cancellation Plan,0,6,SINGAPORE,10.0,0.0,,36
19289,35730,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,THAILAND,35.0,0.0,,31
35545,30253,EPX,Travel Agency,Online,Cancellation Plan,0,10,CHINA,27.0,0.0,,36
32154,13440,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,128,AUSTRALIA,0.0,53.46,,48
22502,54024,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,AUSTRALIA,79.2,47.52,,30
38930,29334,EPX,Travel Agency,Online,Cancellation Plan,0,12,CHINA,10.0,0.0,,36
4466,14845,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,"KOREA, REPUBLIC OF",38.0,0.0,,36
20386,51800,RAB,Airlines,Online,Value Plan,0,2,BRUNEI DARUSSALAM,15.0,6.0,M,65
31427,62622,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,THAILAND,27.0,0.0,,24
10213,37487,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,57,AUSTRALIA,39.6,23.76,,32
32755,55972,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,NETHERLANDS,90.0,0.0,,36
25746,10341,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,14,SINGAPORE,20.0,0.0,,36
35084,33663,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,THAILAND,20.0,0.0,,36
40024,20596,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,PHILIPPINES,20.0,0.0,,36
2357,10232,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,198,UNITED STATES,74.0,0.0,,34
32429,13134,EPX,Travel Agency,Online,Cancellation Plan,0,14,INDIA,17.0,0.0,,36
32995,55756,C2B,Airlines,Online,Annual Silver Plan,0,387,SINGAPORE,216.0,54.0,F,45
48737,10840,EPX,Travel Agency,Online,Cancellation Plan,0,7,SINGAPORE,10.0,0.0,,33
32991,18748,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,130,ITALY,20.0,0.0,,36
17528,33256,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,55,AUSTRALIA,49.5,29.7,,33
844,24877,EPX,Travel Agency,Online,Cancellation Plan,0,17,INDONESIA,10.0,0.0,,49
764,58359,C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,39.0,9.75,M,33
29102,29853,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,AUSTRALIA,49.5,29.7,,39
39033,2567,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,PHILIPPINES,42.0,0.0,,36
46395,40666,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,HONG KONG,22.0,0.0,,36
42069,33025,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,13.5,3.38,F,58
44923,54542,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,42,MALAYSIA,29.7,17.82,,31
48351,53272,EPX,Travel Agency,Online,Cancellation Plan,0,61,CHINA,15.0,0.0,,36
46020,20372,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,74,SPAIN,19.8,11.88,,35
42666,37864,EPX,Travel Agency,Online,Cancellation Plan,0,44,THAILAND,10.0,0.0,,36
47747,49947,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,MALAYSIA,19.8,11.88,,31
4312,45443,EPX,Travel Agency,Online,Cancellation Plan,0,96,SINGAPORE,63.0,0.0,,36
40031,54932,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,52,AUSTRALIA,41.5,26.98,F,62
28228,5156,JZI,Airlines,Online,Basic Plan,0,17,THAILAND,18.0,6.3,M,43
1767,32488,JZI,Airlines,Online,Basic Plan,0,18,"KOREA, REPUBLIC OF",0.0,12.25,M,40
30754,62836,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,153,NORWAY,39.6,23.76,,29
13246,24747,ART,Airlines,Online,24 Protect,0,8,MALAYSIA,31.75,11.11,F,48
50071,1502,EPX,Travel Agency,Online,Cancellation Plan,0,26,THAILAND,23.0,0.0,,36
7317,26949,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,CHINA,36.0,0.0,,53
1132,35907,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,25,MOROCCO,0.0,83.16,,43
40626,31593,EPX,Travel Agency,Online,Cancellation Plan,0,25,CANADA,0.0,0.0,,29
19898,46295,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,216.0,54.0,F,32
29444,33590,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,72,IRELAND,-138.6,83.16,,31
31379,4663,EPX,Travel Agency,Online,Cancellation Plan,0,23,AUSTRALIA,32.0,0.0,,36
29471,54208,C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,216.0,54.0,F,44
32256,24630,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,55,HONG KONG,20.0,0.0,,36
27350,6137,EPX,Travel Agency,Online,Cancellation Plan,0,4,MALAYSIA,10.0,0.0,,36
23784,43288,EPX,Travel Agency,Online,Cancellation Plan,0,1,CHINA,24.0,0.0,,36
